EL34143A exported datalog
File type: CSV
File version: 1

"Per division: 5.000000"
"Offset: 0.000000"
"Trigger position: 0"
"Sample interval: 5.00000763"
"Number of sample: 120960/120960"
"Trigger sample: 0"
"Number of pre-trigger sample: 0"
"Date: 2025/03/15 10:27:46"

"V1: 1.000000, 1.593750"
"I1: 1.000000, 0.000000"
"P1: 5.000000, 0.000000"

Power Enabled:,None

Enable:,"Volt avg 1","Volt min 1","Volt max 1"
675,2.981680,2.602891,3.003005
676,2.981589,2.601457,3.003005
677,2.981313,2.602891,3.003005
678,2.981301,2.605760,3.007308
679,2.981229,2.604326,3.003005
680,2.980803,2.602891,3.001571
681,2.980821,2.602891,3.001571
682,2.980693,2.602891,3.003005
683,2.980523,2.601457,3.001571
684,2.980521,2.601457,3.001571
685,2.980497,2.602891,3.003005
686,2.980286,2.602891,3.001571
687,2.980766,2.601457,3.003005
688,2.980546,2.604326,3.001571
689,2.980201,2.602891,3.000137
690,2.980454,2.604326,3.003005
691,2.979988,2.602891,3.001571
692,2.979802,2.601457,3.001571
693,2.979575,2.601457,3.000137
694,2.979209,2.601457,3.001571
695,2.979435,2.604326,3.000137
696,2.979343,2.601457,3.000137
697,2.979208,2.601457,3.001571
698,2.978640,2.598589,2.998703
699,2.978766,2.602891,2.998703
700,2.978623,2.601457,3.000137
701,2.978782,2.601457,3.000137
702,2.978590,2.602891,3.000137
703,2.978505,2.602891,2.998703
704,2.978489,2.601457,3.000137
705,2.978483,2.601457,3.000137
706,2.978522,2.600023,3.000137
707,2.978233,2.602891,2.998703
708,2.978278,2.600023,2.998703
709,2.978005,2.601457,3.000137
710,2.978065,2.598589,2.998703
711,2.977997,2.601457,2.998703
712,2.978082,2.601457,3.000137
713,2.977915,2.598589,2.998703
714,2.977890,2.601457,3.001571
715,2.978053,2.600023,3.000137
716,2.978037,2.600023,2.998703
717,2.977771,2.602891,2.998703
718,2.977394,2.601457,3.000137
719,2.977157,2.598589,3.000137
720,2.977215,2.600023,2.997269
721,2.977122,2.600023,2.998703
722,2.976817,2.601457,2.997269
723,2.976765,2.600023,2.997269
724,2.976439,2.595721,2.998703
725,2.976645,2.598589,2.998703
726,2.976486,2.597155,2.995835
727,2.976349,2.598589,2.997269
728,2.976229,2.597155,2.998703
729,2.976301,2.597155,2.995835
730,2.976031,2.600023,2.995835
731,2.975857,2.597155,3.000137
732,2.975660,2.598589,2.995835
733,2.975321,2.600023,2.998703
734,2.975171,2.597155,2.995835
735,2.975438,2.598589,2.995835
736,2.975136,2.597155,2.995835
737,2.975190,2.600023,2.995835
738,2.975063,2.595721,2.995835
739,2.974923,2.598589,2.995835
740,2.975294,2.600023,2.995835
741,2.974899,2.597155,2.998703
742,2.974452,2.597155,2.995835
743,2.974643,2.595721,2.997269
744,2.974636,2.595721,2.998703
745,2.974537,2.598589,2.995835
746,2.974453,2.595721,2.994401
747,2.974485,2.598589,2.997269
748,2.974207,2.597155,2.995835
749,2.973990,2.597155,2.994401
750,2.973712,2.597155,2.995835
751,2.973440,2.597155,2.997269
752,2.973474,2.597155,2.992967
753,2.973740,2.597155,2.994401
754,2.973325,2.598589,2.994401
755,2.973047,2.594287,2.994401
