EL34143A exported datalog,
File type: CSV,
File version: 1,
,
Per division: 5.000000,
Offset: -3.111111,
Trigger position: 0,
Sample interval: 0.49999872,
Number of sample: 172800/172800,
Trigger sample: 0,
Number of pre-trigger sample: 0,
Date: 2025/03/03 03:23:09,
,
"V1: 0.500000, 1.340000",
"I1: 1.000000, 0.000000",
"P1: 5.000000, 0.000000",
,
Power Enabled:,None
,
Enable:,Volt avg 1
156616,2.507681
156617,2.50768
156618,2.507327
156619,2.50724
156620,2.507183
156621,2.507215
156622,2.507375
156623,2.507495
156624,2.507455
156625,2.507452
156626,2.507466
156627,2.507724
156628,2.507681
156629,2.507535
156630,2.50747
156631,2.507648
156632,2.507432
156633,2.507388
156634,2.507396
156635,2.507561
156636,2.507375
156637,2.507476
156638,2.507512
156639,2.507623
156640,2.507313
156641,2.507118
156642,2.507058
156643,2.507038
156644,2.507205
156645,2.50709
156646,2.507208
156647,2.507521
156648,2.507394
156649,2.506747
156650,2.507047
156651,2.506923
156652,2.50693
156653,2.507241
156654,2.507592
156655,2.507674
156656,2.507663
156657,2.507664
156658,2.50763
156659,2.507796
156660,2.507702
156661,2.507438
156662,2.507506
156663,2.507352
156664,2.507312
156665,2.507559
156666,2.507236
156667,2.507236
156668,2.507542
156669,2.50741
156670,2.507591
156671,2.507007
156672,2.507524
156673,2.507622
156674,2.507526
156675,2.50745
156676,2.507388
156677,2.507638
156678,2.507651
156679,2.507703
156680,2.507605
156681,2.507419
156682,2.507259
156683,2.507288
156684,2.507201
156685,2.507524
156686,2.507605
156687,2.507565
156688,2.507408
156689,2.507276
156690,2.507664
156691,2.507618
156692,2.507501
156693,2.507361
156694,2.50739
156695,2.507308
156696,2.507063
156697,2.50724
156698,2.506899
156699,2.506827
156700,2.506854
156701,2.507075
156702,2.506854
156703,2.506923
156704,2.507237
156705,2.507266
156706,2.50711
156707,2.507221
156708,2.507365
156709,2.50739
156710,2.507268
156711,2.507463
156712,2.507517
156713,2.507587
156714,2.507529
156715,2.507447
156716,2.507461
156717,2.50757
156718,2.507469
156719,2.507467
156720,2.507339
156721,2.507225
156722,2.507336
156723,2.507335
156724,2.507478
156725,2.507554
156726,2.50748
156727,2.507534
156728,2.507595
156729,2.507642
156730,2.507492
156731,2.507076
156732,2.507081
156733,2.506967
156734,2.507106
156735,2.507321
156736,2.507165
156737,2.506883
156738,2.507097
156739,2.507311
156740,2.507261
156741,2.507589
156742,2.507675
156743,2.507636
156744,2.507225
156745,2.507283
156746,2.507365
156747,2.507271
156748,2.507161
156749,2.506726
156750,2.507248
156751,2.507426
156752,2.507163
156753,2.50704
156754,2.507349
156755,2.50722
156756,2.507307
156757,2.507055
156758,2.507114
156759,2.507529
156760,2.507254
156761,2.507154
156762,2.506984
156763,2.506972
156764,2.506995
156765,2.507192
156766,2.507307
156767,2.507199
156768,2.507001
156769,2.507002
156770,2.507054
156771,2.507176
156772,2.507138
156773,2.506951
156774,2.506884
156775,2.506849
156776,2.506765
156777,2.50675
156778,2.506478
156779,2.506591
156780,2.506881
156781,2.506826
156782,2.506601
156783,2.506809
156784,2.506882
156785,2.506674
156786,2.50664
156787,2.506472
156788,2.506649
156789,2.50694
156790,2.506718
156791,2.506778
156792,2.50701
156793,2.507153
156794,2.507004
156795,2.507045
156796,2.506599
156797,2.506785
156798,2.507007
156799,2.506771
156800,2.506866
156801,2.506763
156802,2.507085
156803,2.507101
156804,2.506957
156805,2.507015
156806,2.506785
156807,2.50702
156808,2.506989
156809,2.507033
156810,2.507229
156811,2.507236
156812,2.507012
156813,2.506751
156814,2.50692
156815,2.507219
156816,2.506754
156817,2.506709
156818,2.50696
156819,2.50652
156820,2.506577
156821,2.506666
156822,2.506591
156823,2.506989
156824,2.506754
156825,2.506786
156826,2.507027
156827,2.507117
156828,2.506798
156829,2.506659
156830,2.506746
156831,2.506918
156832,2.50688
156833,2.507132
156834,2.506719
156835,2.506819
156836,2.506689
156837,2.506913
156838,2.506898
156839,2.506847
156840,2.506862
156841,2.507004
156842,2.507226
156843,2.507084
156844,2.507322
156845,2.507318
156846,2.507018
156847,2.506905
156848,2.506901
156849,2.506672
156850,2.506844
156851,2.506729
156852,2.506793
156853,2.506709
156854,2.507398
156855,2.5072
156856,2.506991
156857,2.507083
156858,2.507012
156859,2.507036
156860,2.50717
156861,2.507117
156862,2.506792
156863,2.506799
156864,2.506675
156865,2.506894
156866,2.506914
156867,2.506554
156868,2.506733
156869,2.506769
156870,2.506519
156871,2.506813
156872,2.506868
156873,2.507022
156874,2.507102
156875,2.507031
156876,2.507237
156877,2.507175
156878,2.50702
156879,2.506881
156880,2.506784
156881,2.506776
156882,2.506606
156883,2.506684
156884,2.506671
156885,2.506651
156886,2.506818
156887,2.506938
156888,2.506773
156889,2.506594
156890,2.506916
156891,2.506562
156892,2.506617
156893,2.506361
156894,2.50615
156895,2.506248
156896,2.506313
156897,2.506493
156898,2.506604
156899,2.506771
156900,2.50686
156901,2.506864
156902,2.507116
156903,2.50692
156904,2.506864
156905,2.506724
156906,2.506427
156907,2.506652
156908,2.506786
156909,2.506398
156910,2.506399
156911,2.506558
156912,2.506506
156913,2.506394
156914,2.506536
156915,2.5065
156916,2.506522
156917,2.50629
156918,2.506294
156919,2.506356
156920,2.506318
156921,2.506461
156922,2.506329
156923,2.506261
156924,2.506284
156925,2.506428
156926,2.506539
156927,2.506505
156928,2.506566
156929,2.506554
156930,2.506742
156931,2.506764
156932,2.506566
156933,2.506814
156934,2.506518
156935,2.506358
156936,2.506471
156937,2.506179
156938,2.506478
156939,2.506744
156940,2.506902
156941,2.506234
156942,2.506551
156943,2.506622
156944,2.506498
156945,2.506365
156946,2.505986
156947,2.506346
156948,2.506149
156949,2.506509
156950,2.506302
156951,2.506295
156952,2.506074
156953,2.505995
156954,2.506442
156955,2.50606
156956,2.506516
156957,2.506419
156958,2.506481
156959,2.506217
156960,2.506135
156961,2.506012
156962,2.506224
156963,2.506458
156964,2.506423
156965,2.506279
156966,2.506072
156967,2.506158
156968,2.506137
156969,2.505927
156970,2.506092
156971,2.505956
156972,2.506117
156973,2.506182
156974,2.506319
156975,2.506371
156976,2.506258
156977,2.506176
156978,2.506023
156979,2.506225
156980,2.506069
156981,2.506006
156982,2.50587
156983,2.506196
156984,2.506146
156985,2.506018
156986,2.506023
156987,2.506063
156988,2.505962
156989,2.505967
156990,2.506137
156991,2.506069
156992,2.506115
156993,2.505973
156994,2.50595
156995,2.505845
156996,2.506169
156997,2.50608
156998,2.505777
156999,2.506306
157000,2.506132
157001,2.506288
157002,2.50624
157003,2.50625
157004,2.50612
157005,2.506121
157006,2.50619
157007,2.505957
157008,2.506044
157009,2.505848
157010,2.505811
157011,2.505717
157012,2.505731
157013,2.505788
157014,2.505958
157015,2.505721
157016,2.505919
157017,2.506347
157018,2.50612
157019,2.506119
157020,2.506099
157021,2.506118
157022,2.50637
157023,2.506023
157024,2.505556
157025,2.50583
157026,2.505571
157027,2.505446
157028,2.505896
157029,2.505821
157030,2.505885
157031,2.505702
157032,2.505609
157033,2.505832
157034,2.50599
157035,2.505935
157036,2.505856
157037,2.505885
157038,2.505679
157039,2.505802
157040,2.505733
157041,2.505625
157042,2.505485
157043,2.505514
157044,2.50531
157045,2.505649
157046,2.505706
157047,2.505749
157048,2.505749
157049,2.505601
157050,2.505642
157051,2.505615
157052,2.50544
157053,2.505811
157054,2.505769
157055,2.505898
157056,2.505823
157057,2.505702
157058,2.505516
157059,2.505668
157060,2.505456
157061,2.505591
157062,2.505625
157063,2.505407
157064,2.505477
157065,2.505845
157066,2.505682
157067,2.505898
157068,2.505757
157069,2.505384
157070,2.505551
157071,2.505738
157072,2.505559
157073,2.505608
157074,2.505729
157075,2.505589
157076,2.505559
157077,2.50571
157078,2.505883
157079,2.505516
157080,2.505797
157081,2.505662
157082,2.505286
157083,2.505439
157084,2.505501
157085,2.505607
157086,2.505806
157087,2.505729
157088,2.505697
157089,2.505584
157090,2.505373
157091,2.5054
157092,2.505652
157093,2.505545
157094,2.505431
157095,2.505654
157096,2.505308
157097,2.505445
157098,2.505774
157099,2.505876
157100,2.505713
157101,2.50555
157102,2.505597
157103,2.50534
157104,2.505462
157105,2.505575
157106,2.505569
157107,2.505474
157108,2.505263
157109,2.505313
157110,2.505591
157111,2.5054
157112,2.505391
157113,2.50552
157114,2.505404
157115,2.505293
157116,2.505409
157117,2.505399
157118,2.505359
157119,2.505466
157120,2.505488
157121,2.505609
157122,2.505579
157123,2.505563
157124,2.505368
157125,2.505238
157126,2.505164
157127,2.504845
157128,2.5049
157129,2.505062
157130,2.505392
157131,2.505193
157132,2.505249
157133,2.505579
157134,2.505623
157135,2.505563
157136,2.505416
157137,2.505121
157138,2.505337
157139,2.505462
157140,2.505502
157141,2.50559
157142,2.505499
157143,2.505311
157144,2.505497
157145,2.505707
157146,2.505602
157147,2.505403
157148,2.505122
157149,2.505244
157150,2.505454
157151,2.505681
157152,2.505641
157153,2.505436
157154,2.505242
157155,2.505418
157156,2.505532
157157,2.505693
157158,2.505656
157159,2.505572
157160,2.505802
157161,2.505309
157162,2.505469
157163,2.505371
157164,2.50568
157165,2.505394
157166,2.505686
157167,2.505587
157168,2.505642
157169,2.505569
157170,2.505649
157171,2.505643
157172,2.505711
157173,2.50539
157174,2.505262
157175,2.505317
157176,2.505251
157177,2.505462
157178,2.505442
157179,2.505657
157180,2.505468
157181,2.505595
157182,2.505426
157183,2.505447
157184,2.505217
157185,2.505476
157186,2.505464
157187,2.505555
157188,2.505512
157189,2.505508
157190,2.505394
157191,2.505499
157192,2.505689
157193,2.50552
157194,2.505457
157195,2.505365
157196,2.505619
157197,2.505543
157198,2.505509
157199,2.505319
157200,2.505459
157201,2.505455
157202,2.505271
157203,2.505374
157204,2.505529
157205,2.505389
157206,2.505443
157207,2.505361
157208,2.505036
157209,2.505298
157210,2.505291
157211,2.505328
157212,2.505388
157213,2.50542
157214,2.505384
157215,2.505259
157216,2.504981
157217,2.505175
157218,2.505043
157219,2.505369
157220,2.505286
157221,2.505376
157222,2.505377
157223,2.505536
157224,2.505298
157225,2.505245
157226,2.505712
157227,2.505619
157228,2.5054
157229,2.505361
157230,2.505643
157231,2.505366
157232,2.505566
157233,2.505317
157234,2.505182
157235,2.505221
157236,2.505038
157237,2.504816
157238,2.505313
157239,2.50533
157240,2.505407
157241,2.505475
157242,2.505496
157243,2.505394
157244,2.505168
157245,2.505271
157246,2.505057
157247,2.505039
157248,2.505208
157249,2.505441
157250,2.505812
157251,2.505451
157252,2.505041
157253,2.505006
157254,2.505269
157255,2.505383
157256,2.505538
157257,2.50521
157258,2.504976
157259,2.505152
157260,2.505396
157261,2.505491
157262,2.505331
157263,2.505149
157264,2.505328
157265,2.505304
157266,2.505193
157267,2.505209
157268,2.505328
157269,2.505147
157270,2.505026
157271,2.505113
157272,2.505264
157273,2.505234
157274,2.505139
157275,2.505394
157276,2.505395
157277,2.505383
157278,2.505533
157279,2.505211
157280,2.505618
157281,2.505167
157282,2.505372
157283,2.505309
157284,2.505519
157285,2.505541
157286,2.505497
157287,2.505707
157288,2.505455
157289,2.505043
157290,2.504953
157291,2.504987
157292,2.505114
157293,2.504942
157294,2.504943
157295,2.505304
157296,2.505319
157297,2.505007
157298,2.504849
157299,2.505234
157300,2.504955
157301,2.505116
157302,2.505075
157303,2.505304
157304,2.504948
157305,2.50498
157306,2.504984
157307,2.505186
157308,2.505273
157309,2.505046
157310,2.50533
157311,2.505221
157312,2.505377
157313,2.505327
157314,2.505145
157315,2.505456
157316,2.505164
157317,2.504972
157318,2.505067
157319,2.505131
157320,2.505088
157321,2.50508
157322,2.505205
157323,2.505057
157324,2.505258
157325,2.505188
157326,2.505167
157327,2.504775
157328,2.504806
157329,2.504593
157330,2.504655
157331,2.504976
157332,2.505135
157333,2.505146
157334,2.505089
157335,2.504848
157336,2.504748
157337,2.504949
157338,2.504776
157339,2.504789
157340,2.504807
157341,2.505029
157342,2.505102
157343,2.505081
157344,2.50494
157345,2.505133
157346,2.505115
157347,2.505258
157348,2.505035
157349,2.505237
157350,2.504722
157351,2.504559
157352,2.505058
157353,2.505217
157354,2.504946
157355,2.504769
157356,2.504484
157357,2.5048
157358,2.504893
157359,2.504948
157360,2.504884
157361,2.50507
157362,2.505179
157363,2.504861
157364,2.504941
157365,2.504796
157366,2.50511
157367,2.504748
157368,2.504945
157369,2.504764
157370,2.504627
157371,2.504482
157372,2.504609
157373,2.504707
157374,2.504824
157375,2.504756
157376,2.5047
157377,2.504515
157378,2.504936
157379,2.504763
157380,2.504732
157381,2.504949
157382,2.504698
157383,2.505023
157384,2.505141
157385,2.504945
157386,2.504877
157387,2.504766
157388,2.504548
157389,2.504764
157390,2.504953
157391,2.504972
157392,2.504958
157393,2.504857
157394,2.504823
157395,2.504871
157396,2.504977
157397,2.504887
157398,2.504415
157399,2.504338
157400,2.504739
157401,2.504773
157402,2.504802
157403,2.504655
157404,2.504605
157405,2.504747
157406,2.505008
157407,2.504796
157408,2.504619
157409,2.504531
157410,2.50427
157411,2.504489
157412,2.504501
157413,2.504379
157414,2.50433
157415,2.5046
157416,2.504693
157417,2.504693
157418,2.504733
157419,2.504899
157420,2.50504
157421,2.504581
157422,2.50457
157423,2.504899
157424,2.504763
157425,2.504653
157426,2.504565
157427,2.504635
157428,2.504524
157429,2.504431
157430,2.504632
157431,2.504663
157432,2.504812
157433,2.504681
157434,2.504528
157435,2.504103
157436,2.504678
157437,2.504946
157438,2.504638
157439,2.504688
157440,2.504414
157441,2.504508
157442,2.504556
157443,2.504213
157444,2.50439
157445,2.504541
157446,2.504375
157447,2.504265
157448,2.504454
157449,2.50451
157450,2.504872
157451,2.504653
157452,2.504265
157453,2.504321
157454,2.504472
157455,2.504302
157456,2.50432
157457,2.504541
157458,2.5045
157459,2.504855
157460,2.504573
157461,2.504358
157462,2.504298
157463,2.504517
157464,2.504466
157465,2.504453
157466,2.504802
157467,2.504784
157468,2.504699
157469,2.50483
157470,2.504848
157471,2.504518
157472,2.504345
157473,2.504404
157474,2.504341
157475,2.504469
157476,2.504659
157477,2.504547
157478,2.504453
157479,2.504354
157480,2.504522
157481,2.504684
157482,2.504892
157483,2.505031
157484,2.504935
157485,2.504963
157486,2.505014
157487,2.504711
157488,2.504616
157489,2.504531
157490,2.504574
157491,2.504316
157492,2.504287
157493,2.504548
157494,2.504541
157495,2.504387
157496,2.504622
157497,2.50461
157498,2.504324
157499,2.504481
157500,2.504568
157501,2.504326
157502,2.504556
157503,2.504565
157504,2.504458
157505,2.504169
157506,2.50406
157507,2.504032
157508,2.504264
157509,2.504131
157510,2.504165
157511,2.504273
157512,2.503992
157513,2.503972
157514,2.50418
157515,2.504195
157516,2.504464
157517,2.504509
157518,2.504113
157519,2.50425
157520,2.504465
157521,2.504701
157522,2.504752
157523,2.504594
157524,2.504671
157525,2.504337
157526,2.504578
157527,2.504566
157528,2.504428
157529,2.504345
157530,2.504533
157531,2.504352
157532,2.504426
157533,2.504574
157534,2.504122
157535,2.504311
157536,2.504172
157537,2.504019
157538,2.504411
157539,2.504464
157540,2.504179
157541,2.503733
157542,2.503913
157543,2.504071
157544,2.504407
157545,2.504404
157546,2.504288
157547,2.504202
157548,2.504296
157549,2.504696
157550,2.504721
157551,2.504761
157552,2.50478
157553,2.504715
157554,2.504485
157555,2.504612
157556,2.50441
157557,2.504454
157558,2.504485
157559,2.504693
157560,2.504535
157561,2.50427
157562,2.504224
157563,2.504283
157564,2.50422
157565,2.504364
157566,2.50399
157567,2.504281
157568,2.504522
157569,2.504606
157570,2.505095
157571,2.5051
157572,2.504995
157573,2.504778
157574,2.50464
157575,2.504605
157576,2.50472
157577,2.504676
157578,2.504846
157579,2.504717
157580,2.505091
157581,2.504877
157582,2.504912
157583,2.504808
157584,2.504942
157585,2.504806
157586,2.504671
157587,2.504963
157588,2.504909
157589,2.50453
157590,2.504291
157591,2.504347
157592,2.504655
157593,2.504344
157594,2.504425
157595,2.504553
157596,2.504493
157597,2.504535
157598,2.504532
157599,2.504782
157600,2.504791
157601,2.504454
157602,2.504197
157603,2.504307
157604,2.504326
157605,2.503832
157606,2.504083
157607,2.50402
157608,2.50453
157609,2.503868
157610,2.504129
157611,2.504123
157612,2.504151
157613,2.504111
157614,2.504092
157615,2.503811
157616,2.503998
157617,2.50413
157618,2.504045
157619,2.503985
157620,2.504101
157621,2.504176
157622,2.504039
157623,2.503681
157624,2.503534
157625,2.503784
157626,2.503716
157627,2.503726
157628,2.503949
157629,2.504221
157630,2.504386
157631,2.504169
157632,2.504063
157633,2.504116
157634,2.504215
157635,2.504335
157636,2.504328
157637,2.503919
157638,2.503805
157639,2.504081
157640,2.504111
157641,2.504042
157642,2.504134
157643,2.503748
157644,2.503782
157645,2.503788
157646,2.504087
157647,2.504069
157648,2.503811
157649,2.50378
157650,2.50395
157651,2.503929
157652,2.503787
157653,2.503873
157654,2.503955
157655,2.504181
157656,2.503894
157657,2.504215
157658,2.504089
157659,2.504206
157660,2.504087
157661,2.503594
157662,2.503885
157663,2.503991
157664,2.503776
157665,2.50389
157666,2.503798
157667,2.503813
157668,2.503965
157669,2.504149
157670,2.504056
157671,2.504077
157672,2.50398
157673,2.503796
157674,2.503631
157675,2.503725
157676,2.503425
157677,2.503581
157678,2.503513
157679,2.503596
157680,2.503647
157681,2.503722
157682,2.503724
157683,2.503938
157684,2.503886
157685,2.503967
157686,2.503891
157687,2.503905
157688,2.503808
157689,2.503871
157690,2.503785
157691,2.504006
157692,2.504055
157693,2.504088
157694,2.503854
157695,2.503715
157696,2.503796
157697,2.504025
157698,2.503688
157699,2.503857
157700,2.503718
157701,2.503679
157702,2.50385
157703,2.50401
157704,2.503972
157705,2.503942
157706,2.503982
157707,2.504192
157708,2.504193
157709,2.504197
157710,2.503954
157711,2.503924
157712,2.503867
157713,2.503639
157714,2.503628
157715,2.503505
157716,2.503883
157717,2.503603
157718,2.503725
157719,2.50385
157720,2.50407
157721,2.503908
157722,2.503692
157723,2.50368
157724,2.503862
157725,2.503906
157726,2.503996
157727,2.503999
157728,2.503862
157729,2.503832
157730,2.503834
157731,2.503499
157732,2.503834
157733,2.504
157734,2.504026
157735,2.503754
157736,2.503859
157737,2.503797
157738,2.50373
157739,2.503546
157740,2.503604
157741,2.503442
157742,2.503287
157743,2.503441
157744,2.503586
157745,2.503417
157746,2.503337
157747,2.503105
157748,2.50354
157749,2.503475
157750,2.503301
157751,2.503369
157752,2.503422
157753,2.50327
157754,2.503293
157755,2.503511
157756,2.503477
157757,2.503443
157758,2.503409
157759,2.503761
157760,2.503957
157761,2.503573
157762,2.503378
157763,2.503229
157764,2.503186
157765,2.503369
157766,2.503505
157767,2.503473
157768,2.50337
157769,2.503323
157770,2.503345
157771,2.503382
157772,2.503303
157773,2.503441
157774,2.503612
157775,2.503802
157776,2.503647
157777,2.503502
157778,2.503323
157779,2.503513
157780,2.503286
157781,2.50319
157782,2.50319
157783,2.503347
157784,2.503091
157785,2.503188
157786,2.503274
157787,2.503206
157788,2.503294
157789,2.503087
157790,2.503222
157791,2.503452
157792,2.503591
157793,2.503761
157794,2.503585
157795,2.503376
157796,2.503351
157797,2.50357
157798,2.503147
157799,2.503275
157800,2.503425
157801,2.503482
157802,2.503586
157803,2.503608
157804,2.503287
157805,2.503372
157806,2.503367
157807,2.503304
157808,2.503267
157809,2.503404
157810,2.503697
157811,2.503414
157812,2.503555
157813,2.50337
157814,2.503295
157815,2.503261
157816,2.503277
157817,2.503039
157818,2.503354
157819,2.503306
157820,2.503201
157821,2.50327
157822,2.503535
157823,2.503253
157824,2.503381
157825,2.50329
157826,2.503476
157827,2.503496
157828,2.503079
157829,2.503298
157830,2.503347
157831,2.503218
157832,2.503222
157833,2.502805
157834,2.502948
157835,2.503231
157836,2.503635
157837,2.503227
157838,2.503547
157839,2.503746
157840,2.503637
157841,2.503752
157842,2.503687
157843,2.503759
157844,2.503571
157845,2.503706
157846,2.503477
157847,2.503204
157848,2.503126
157849,2.50311
157850,2.502888
157851,2.503019
157852,2.503023
157853,2.503263
157854,2.503359
157855,2.503215
157856,2.503324
157857,2.503184
157858,2.50315
157859,2.502931
157860,2.503221
157861,2.503547
157862,2.503564
157863,2.503432
157864,2.503047
157865,2.503198
157866,2.503171
157867,2.503177
157868,2.50332
157869,2.503343
157870,2.503362
157871,2.503494
157872,2.503479
157873,2.503263
157874,2.503501
157875,2.503325
157876,2.503071
157877,2.503087
157878,2.503328
157879,2.503085
157880,2.502939
157881,2.503075
157882,2.503136
157883,2.503474
157884,2.503201
157885,2.503544
157886,2.503248
157887,2.503425
157888,2.503497
157889,2.503109
157890,2.503238
157891,2.503202
157892,2.503326
157893,2.503412
157894,2.503346
157895,2.503467
157896,2.503236
157897,2.50325
157898,2.502762
157899,2.50275
157900,2.50282
157901,2.502676
157902,2.502342
157903,2.502527
157904,2.50251
157905,2.502301
157906,2.502587
157907,2.502583
157908,2.502984
157909,2.502963
157910,2.50287
157911,2.50273
157912,2.502936
157913,2.503216
157914,2.503183
157915,2.503193
157916,2.503041
157917,2.502896
157918,2.503047
157919,2.503062
157920,2.503268
157921,2.503096
157922,2.502971
157923,2.503105
157924,2.502997
157925,2.502914
157926,2.502998
157927,2.503179
157928,2.503054
157929,2.503175
157930,2.503261
157931,2.50297
157932,2.502831
157933,2.503175
157934,2.502913
157935,2.502969
157936,2.502917
157937,2.502914
157938,2.503269
157939,2.50294
157940,2.50315
157941,2.502861
157942,2.502634
157943,2.50228
157944,2.502802
157945,2.502712
157946,2.50248
157947,2.502914
157948,2.502925
157949,2.502983
157950,2.502588
157951,2.502552
157952,2.502364
157953,2.502422
157954,2.502793
157955,2.502652
157956,2.502714
157957,2.502623
157958,2.502697
157959,2.502974
157960,2.503058
157961,2.502877
157962,2.502752
157963,2.502881
157964,2.502995
157965,2.502852
157966,2.50308
157967,2.503308
157968,2.502716
157969,2.502645
157970,2.502778
157971,2.502486
157972,2.502538
157973,2.502425
157974,2.502374
157975,2.502856
157976,2.502805
157977,2.502773
157978,2.5028
157979,2.502471
157980,2.502701
157981,2.502678
157982,2.502675
157983,2.502837
157984,2.503225
157985,2.502832
157986,2.503027
157987,2.502996
157988,2.50308
157989,2.502948
157990,2.502577
157991,2.502725
157992,2.5027
157993,2.502787
157994,2.503006
157995,2.503272
157996,2.503197
157997,2.503126
157998,2.502867
157999,2.502876
158000,2.502678
158001,2.502747
158002,2.50306
158003,2.50308
158004,2.503219
158005,2.503138
158006,2.50321
158007,2.503155
158008,2.503278
158009,2.503082
158010,2.50297
158011,2.502993
158012,2.502954
158013,2.503098
158014,2.503095
158015,2.503032
158016,2.502872
158017,2.50293
158018,2.502751
158019,2.502702
158020,2.50267
158021,2.502987
158022,2.502947
158023,2.502699
158024,2.502639
158025,2.502899
158026,2.502751
158027,2.502713
158028,2.502942
158029,2.502735
158030,2.502718
158031,2.502701
158032,2.502797
158033,2.502978
158034,2.502905
158035,2.50281
158036,2.502672
158037,2.50269
158038,2.50274
158039,2.502721
158040,2.502868
158041,2.502789
158042,2.502771
158043,2.502494
158044,2.502514
158045,2.502835
158046,2.502913
158047,2.502817
158048,2.503065
158049,2.502685
158050,2.50302
158051,2.503062
158052,2.502938
158053,2.502735
158054,2.502733
158055,2.503111
158056,2.503055
158057,2.502994
158058,2.503135
158059,2.502899
158060,2.50298
158061,2.502972
158062,2.502828
158063,2.502773
158064,2.503443
158065,2.503456
158066,2.503388
158067,2.503216
158068,2.503445
158069,2.503197
158070,2.503342
158071,2.503533
158072,2.503552
158073,2.503537
158074,2.503226
158075,2.503126
158076,2.503102
158077,2.503024
158078,2.503064
158079,2.503012
158080,2.502884
158081,2.50312
158082,2.502966
158083,2.503033
158084,2.502864
158085,2.502983
158086,2.502827
158087,2.503082
158088,2.502877
158089,2.50288
158090,2.502819
158091,2.503209
158092,2.503118
158093,2.503069
158094,2.502785
158095,2.502802
158096,2.503096
158097,2.502954
158098,2.503057
158099,2.503214
158100,2.503172
158101,2.502923
158102,2.502895
158103,2.502789
158104,2.502891
158105,2.502543
158106,2.502583
158107,2.502511
158108,2.502551
158109,2.502184
158110,2.502656
158111,2.502701
158112,2.502749
158113,2.502873
158114,2.502735
158115,2.502804
158116,2.502717
158117,2.502831
158118,2.502452
158119,2.502382
158120,2.502762
158121,2.502811
158122,2.502822
158123,2.503008
158124,2.503004
158125,2.503014
158126,2.50293
158127,2.502859
158128,2.502696
158129,2.502791
158130,2.502841
158131,2.502931
158132,2.502648
158133,2.502546
158134,2.502324
158135,2.502712
158136,2.502893
158137,2.502576
158138,2.502373
158139,2.502479
158140,2.502874
158141,2.502799
158142,2.502723
158143,2.502841
158144,2.502624
158145,2.502647
158146,2.502495
158147,2.502881
158148,2.502716
158149,2.502747
158150,2.50288
158151,2.502732
158152,2.502986
158153,2.50324
158154,2.502939
158155,2.502758
158156,2.502762
158157,2.503125
158158,2.502938
158159,2.502942
158160,2.502788
158161,2.502568
158162,2.502588
158163,2.502733
158164,2.502741
158165,2.50273
158166,2.50269
158167,2.503131
158168,2.502727
158169,2.502788
158170,2.502699
158171,2.502553
158172,2.502445
158173,2.502595
158174,2.502901
158175,2.502919
158176,2.502939
158177,2.502797
158178,2.502581
158179,2.502552
158180,2.502703
158181,2.502631
158182,2.502789
158183,2.502853
158184,2.502674
158185,2.502762
158186,2.502621
158187,2.502986
158188,2.50276
158189,2.502744
158190,2.502844
158191,2.502775
158192,2.502681
158193,2.502628
158194,2.502505
158195,2.502655
158196,2.502453
158197,2.502165
158198,2.502065
158199,2.502615
158200,2.502727
158201,2.502596
158202,2.502362
158203,2.502421
158204,2.502389
158205,2.502541
158206,2.502234
158207,2.502481
158208,2.502404
158209,2.502288
158210,2.502302
158211,2.502261
158212,2.501998
158213,2.502365
158214,2.502568
158215,2.502362
158216,2.502092
158217,2.502383
158218,2.502484
158219,2.502622
158220,2.502574
158221,2.502409
158222,2.502419
158223,2.502443
158224,2.502777
158225,2.502466
158226,2.502504
158227,2.502372
158228,2.502348
158229,2.502528
158230,2.502567
158231,2.502416
158232,2.502302
158233,2.502502
158234,2.502375
158235,2.50222
158236,2.502163
158237,2.502662
158238,2.502679
158239,2.502508
158240,2.502569
158241,2.502513
158242,2.502486
158243,2.50251
158244,2.5022
158245,2.502172
158246,2.50244
158247,2.502271
158248,2.502541
158249,2.502589
158250,2.502454
158251,2.502574
158252,2.502438
158253,2.50235
158254,2.502223
158255,2.502297
158256,2.502319
158257,2.502559
158258,2.502559
158259,2.502688
158260,2.502697
158261,2.502527
158262,2.502171
158263,2.501909
158264,2.501748
158265,2.502008
158266,2.502106
158267,2.502183
158268,2.502054
158269,2.502195
158270,2.502208
158271,2.502189
158272,2.502673
158273,2.502456
158274,2.502457
158275,2.502438
158276,2.502784
158277,2.502958
158278,2.502343
158279,2.502443
158280,2.502259
158281,2.502125
158282,2.502431
158283,2.502403
158284,2.50235
158285,2.502711
158286,2.502545
158287,2.502414
158288,2.502439
158289,2.502438
158290,2.502463
158291,2.502259
158292,2.502491
158293,2.502405
158294,2.502437
158295,2.502892
158296,2.50272
158297,2.502689
158298,2.502682
158299,2.502666
158300,2.502484
158301,2.502119
158302,2.502352
158303,2.502369
158304,2.502397
158305,2.502347
158306,2.502289
158307,2.502337
158308,2.502217
158309,2.502489
158310,2.50235
158311,2.502035
158312,2.502307
158313,2.502612
158314,2.502584
158315,2.502756
158316,2.502569
158317,2.502611
158318,2.502517
158319,2.502321
158320,2.502309
158321,2.502271
158322,2.502207
158323,2.502318
158324,2.502591
158325,2.502377
158326,2.502642
158327,2.502653
158328,2.502649
158329,2.502721
158330,2.502798
158331,2.502274
158332,2.502434
158333,2.502551
158334,2.50239
158335,2.50256
158336,2.502567
158337,2.502494
158338,2.502464
